strategy,n_expected,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,n_runs,n_generated,time_mean,time_std,tokens_mean,tokens_std
NL_naive,4,1.0,0.0,0.5,0.0,0.6667,0.0,5,2,1.6,0.66,111.0,7.0
NL_precise,4,1.0,0.0,0.5,0.0,0.6667,0.0,5,2,1.08,0.11,84.0,1.0
AllParallel,4,0.6286,0.0522,1.0,0.0,0.7709,0.0398,5,6.4,3.61,0.18,501.0,2.0
HolisticOnly,4,0.5,0.0,0.5,0.0,0.5,0.0,5,4,0.94,0.09,131.0,1.0
MuGaloisHybrid,4,0.6095,0.0522,1.0,0.0,0.7564,0.0398,5,6.6,5.5,0.13,682.0,3.0
